Date,SPX
11-10-1993 00:00,460.88
12-10-1993 00:00,461.12
13-10-1993 00:00,461.49
14-10-1993 00:00,466.83
15-10-1993 00:00,469.5
18-10-1993 00:00,468.45
19-10-1993 00:00,466.21
20-10-1993 00:00,466.07
21-10-1993 00:00,465.36
22-10-1993 00:00,463.27
25-10-1993 00:00,464.2
26-10-1993 00:00,464.3
27-10-1993 00:00,464.61
28-10-1993 00:00,467.73
29-10-1993 00:00,467.83
01-11-1993 00:00,469.1
02-11-1993 00:00,468.44
03-11-1993 00:00,463.02
04-11-1993 00:00,457.49
05-11-1993 00:00,459.57
08-11-1993 00:00,460.21
09-11-1993 00:00,460.33
10-11-1993 00:00,463.72
11-11-1993 00:00,462.64
12-11-1993 00:00,465.39
15-11-1993 00:00,463.75
16-11-1993 00:00,466.74
17-11-1993 00:00,464.81
18-11-1993 00:00,463.62
19-11-1993 00:00,462.6
22-11-1993 00:00,459.13
23-11-1993 00:00,461.03
24-11-1993 00:00,462.36
26-11-1993 00:00,463.06
29-11-1993 00:00,461.9
30-11-1993 00:00,461.79
01-12-1993 00:00,461.89
02-12-1993 00:00,463.11
03-12-1993 00:00,464.89
06-12-1993 00:00,466.43
07-12-1993 00:00,466.76
08-12-1993 00:00,466.29
09-12-1993 00:00,464.18
10-12-1993 00:00,463.93
13-12-1993 00:00,465.7
14-12-1993 00:00,463.06
15-12-1993 00:00,461.84
16-12-1993 00:00,463.34
17-12-1993 00:00,466.38
20-12-1993 00:00,465.85
21-12-1993 00:00,465.3
22-12-1993 00:00,467.32
23-12-1993 00:00,467.38
27-12-1993 00:00,470.54
28-12-1993 00:00,470.94
29-12-1993 00:00,470.58
30-12-1993 00:00,468.64
31-12-1993 00:00,466.45
03-01-1994 00:00,465.44
04-01-1994 00:00,466.89
05-01-1994 00:00,467.55
06-01-1994 00:00,467.12
07-01-1994 00:00,469.9
10-01-1994 00:00,475.27
11-01-1994 00:00,474.13
12-01-1994 00:00,474.17
13-01-1994 00:00,472.47
14-01-1994 00:00,474.91
17-01-1994 00:00,473.3
18-01-1994 00:00,474.25
19-01-1994 00:00,474.3
20-01-1994 00:00,474.98
21-01-1994 00:00,474.72
24-01-1994 00:00,471.97
25-01-1994 00:00,470.92
26-01-1994 00:00,473.2
27-01-1994 00:00,477.05
28-01-1994 00:00,478.7
31-01-1994 00:00,481.61
01-02-1994 00:00,479.62
02-02-1994 00:00,482
03-02-1994 00:00,480.71
04-02-1994 00:00,469.81
07-02-1994 00:00,471.76
08-02-1994 00:00,471.05
09-02-1994 00:00,472.77
10-02-1994 00:00,468.93
11-02-1994 00:00,470.18
14-02-1994 00:00,470.23
15-02-1994 00:00,472.52
16-02-1994 00:00,472.79
17-02-1994 00:00,470.34
18-02-1994 00:00,467.69
22-02-1994 00:00,471.46
23-02-1994 00:00,470.69
24-02-1994 00:00,464.26
25-02-1994 00:00,466.07
28-02-1994 00:00,467.14
01-03-1994 00:00,464.44
02-03-1994 00:00,464.81
03-03-1994 00:00,463.01
04-03-1994 00:00,464.74
07-03-1994 00:00,466.91
08-03-1994 00:00,465.88
09-03-1994 00:00,467.06
10-03-1994 00:00,463.9
11-03-1994 00:00,466.44
14-03-1994 00:00,467.39
15-03-1994 00:00,467.01
16-03-1994 00:00,469.42
17-03-1994 00:00,470.9
18-03-1994 00:00,471.06
21-03-1994 00:00,468.54
22-03-1994 00:00,468.8
23-03-1994 00:00,468.54
24-03-1994 00:00,464.35
25-03-1994 00:00,460.58
28-03-1994 00:00,460
29-03-1994 00:00,452.48
30-03-1994 00:00,445.55
31-03-1994 00:00,445.77
04-04-1994 00:00,438.92
05-04-1994 00:00,448.29
06-04-1994 00:00,448.05
07-04-1994 00:00,450.88
08-04-1994 00:00,447.1
11-04-1994 00:00,449.87
12-04-1994 00:00,447.57
13-04-1994 00:00,446.26
14-04-1994 00:00,446.38
15-04-1994 00:00,446.18
18-04-1994 00:00,442.46
19-04-1994 00:00,442.54
20-04-1994 00:00,441.96
21-04-1994 00:00,448.73
22-04-1994 00:00,447.63
25-04-1994 00:00,452.71
26-04-1994 00:00,451.87
28-04-1994 00:00,449.1
29-04-1994 00:00,450.91
02-05-1994 00:00,453.02
03-05-1994 00:00,453.03
04-05-1994 00:00,451.72
05-05-1994 00:00,451.38
06-05-1994 00:00,447.82
09-05-1994 00:00,442.32
10-05-1994 00:00,446.01
11-05-1994 00:00,441.49
12-05-1994 00:00,443.75
13-05-1994 00:00,444.14
16-05-1994 00:00,444.49
17-05-1994 00:00,449.37
18-05-1994 00:00,453.69
19-05-1994 00:00,456.48
20-05-1994 00:00,454.92
23-05-1994 00:00,453.2
24-05-1994 00:00,454.81
25-05-1994 00:00,456.34
26-05-1994 00:00,457.06
27-05-1994 00:00,457.33
31-05-1994 00:00,456.5
01-06-1994 00:00,457.63
02-06-1994 00:00,457.65
03-06-1994 00:00,460.13
06-06-1994 00:00,458.88
07-06-1994 00:00,458.21
08-06-1994 00:00,457.06
09-06-1994 00:00,457.86
10-06-1994 00:00,458.67
13-06-1994 00:00,459.1
14-06-1994 00:00,462.37
15-06-1994 00:00,460.61
16-06-1994 00:00,461.93
17-06-1994 00:00,458.45
20-06-1994 00:00,455.48
21-06-1994 00:00,451.34
22-06-1994 00:00,453.09
23-06-1994 00:00,449.63
24-06-1994 00:00,442.8
27-06-1994 00:00,447.31
28-06-1994 00:00,446.07
29-06-1994 00:00,447.63
30-06-1994 00:00,444.27
01-07-1994 00:00,446.2
05-07-1994 00:00,446.37
06-07-1994 00:00,446.13
07-07-1994 00:00,448.38
08-07-1994 00:00,449.55
11-07-1994 00:00,448.06
12-07-1994 00:00,447.95
13-07-1994 00:00,448.73
14-07-1994 00:00,453.41
15-07-1994 00:00,454.16
18-07-1994 00:00,455.22
19-07-1994 00:00,453.86
20-07-1994 00:00,451.6
21-07-1994 00:00,452.61
22-07-1994 00:00,453.11
25-07-1994 00:00,454.25
26-07-1994 00:00,453.36
27-07-1994 00:00,452.57
28-07-1994 00:00,454.24
29-07-1994 00:00,458.26
01-08-1994 00:00,461.01
02-08-1994 00:00,460.56
03-08-1994 00:00,461.45
04-08-1994 00:00,458.4
05-08-1994 00:00,457.09
08-08-1994 00:00,457.89
09-08-1994 00:00,457.92
10-08-1994 00:00,460.3
11-08-1994 00:00,458.88
12-08-1994 00:00,461.94
15-08-1994 00:00,461.23
16-08-1994 00:00,465.01
17-08-1994 00:00,465.17
18-08-1994 00:00,463.17
19-08-1994 00:00,463.68
22-08-1994 00:00,462.32
23-08-1994 00:00,464.51
24-08-1994 00:00,469.03
25-08-1994 00:00,468.08
26-08-1994 00:00,473.8
29-08-1994 00:00,474.59
30-08-1994 00:00,476.07
31-08-1994 00:00,475.49
01-09-1994 00:00,473.17
02-09-1994 00:00,470.99
06-09-1994 00:00,471.86
07-09-1994 00:00,470.99
08-09-1994 00:00,473.14
09-09-1994 00:00,468.18
12-09-1994 00:00,466.21
13-09-1994 00:00,467.51
14-09-1994 00:00,468.8
15-09-1994 00:00,474.81
16-09-1994 00:00,471.19
19-09-1994 00:00,470.85
20-09-1994 00:00,463.36
21-09-1994 00:00,461.46
22-09-1994 00:00,461.27
23-09-1994 00:00,459.67
26-09-1994 00:00,460.82
27-09-1994 00:00,462.05
28-09-1994 00:00,464.84
29-09-1994 00:00,462.24
30-09-1994 00:00,462.71
03-10-1994 00:00,461.74
04-10-1994 00:00,454.59
05-10-1994 00:00,453.52
06-10-1994 00:00,452.36
07-10-1994 00:00,455.1
10-10-1994 00:00,459.04
11-10-1994 00:00,465.79
12-10-1994 00:00,465.47
13-10-1994 00:00,467.79
14-10-1994 00:00,469.1
17-10-1994 00:00,468.96
18-10-1994 00:00,467.66
19-10-1994 00:00,470.28
20-10-1994 00:00,466.85
21-10-1994 00:00,464.89
24-10-1994 00:00,460.83
25-10-1994 00:00,461.53
26-10-1994 00:00,462.62
27-10-1994 00:00,465.85
28-10-1994 00:00,473.77
31-10-1994 00:00,472.35
01-11-1994 00:00,468.42
02-11-1994 00:00,466.51
03-11-1994 00:00,467.91
04-11-1994 00:00,462.28
07-11-1994 00:00,463.07
08-11-1994 00:00,465.65
09-11-1994 00:00,465.4
10-11-1994 00:00,464.37
11-11-1994 00:00,462.35
14-11-1994 00:00,466.04
15-11-1994 00:00,465.03
16-11-1994 00:00,465.62
17-11-1994 00:00,463.57
18-11-1994 00:00,461.47
21-11-1994 00:00,458.3
22-11-1994 00:00,450.09
23-11-1994 00:00,449.93
25-11-1994 00:00,452.29
28-11-1994 00:00,454.16
29-11-1994 00:00,455.17
30-11-1994 00:00,453.69
01-12-1994 00:00,448.92
02-12-1994 00:00,453.3
05-12-1994 00:00,453.32
06-12-1994 00:00,453.11
07-12-1994 00:00,451.23
08-12-1994 00:00,445.45
09-12-1994 00:00,446.96
12-12-1994 00:00,449.47
13-12-1994 00:00,450.15
14-12-1994 00:00,454.97
15-12-1994 00:00,455.34
16-12-1994 00:00,458.8
19-12-1994 00:00,457.91
20-12-1994 00:00,457.1
21-12-1994 00:00,459.61
22-12-1994 00:00,459.68
23-12-1994 00:00,459.83
27-12-1994 00:00,462.47
28-12-1994 00:00,460.86
29-12-1994 00:00,461.17
30-12-1994 00:00,459.27
03-01-1995 00:00,459.11
04-01-1995 00:00,460.71
05-01-1995 00:00,460.34
06-01-1995 00:00,460.68
09-01-1995 00:00,460.83
10-01-1995 00:00,461.68
11-01-1995 00:00,461.66
12-01-1995 00:00,461.64
13-01-1995 00:00,465.97
16-01-1995 00:00,469.38
17-01-1995 00:00,470.05
18-01-1995 00:00,469.71
19-01-1995 00:00,466.95
20-01-1995 00:00,464.78
23-01-1995 00:00,465.82
24-01-1995 00:00,465.86
25-01-1995 00:00,467.44
26-01-1995 00:00,468.32
27-01-1995 00:00,470.39
30-01-1995 00:00,468.51
31-01-1995 00:00,470.42
01-02-1995 00:00,470.4
02-02-1995 00:00,472.79
03-02-1995 00:00,478.65
06-02-1995 00:00,481.14
07-02-1995 00:00,480.81
08-02-1995 00:00,481.19
09-02-1995 00:00,480.19
10-02-1995 00:00,481.46
13-02-1995 00:00,481.65
14-02-1995 00:00,482.55
15-02-1995 00:00,484.54
16-02-1995 00:00,485.22
17-02-1995 00:00,481.97
21-02-1995 00:00,482.72
22-02-1995 00:00,485.07
23-02-1995 00:00,486.91
24-02-1995 00:00,488.11
27-02-1995 00:00,483.81
28-02-1995 00:00,487.39
01-03-1995 00:00,485.65
02-03-1995 00:00,485.13
03-03-1995 00:00,485.42
06-03-1995 00:00,485.63
07-03-1995 00:00,482.12
08-03-1995 00:00,483.14
09-03-1995 00:00,483.16
10-03-1995 00:00,489.57
13-03-1995 00:00,490.05
14-03-1995 00:00,492.89
15-03-1995 00:00,491.88
16-03-1995 00:00,495.41
17-03-1995 00:00,495.52
20-03-1995 00:00,496.14
21-03-1995 00:00,495.07
22-03-1995 00:00,495.67
23-03-1995 00:00,495.95
24-03-1995 00:00,500.97
27-03-1995 00:00,503.2
28-03-1995 00:00,503.9
29-03-1995 00:00,503.12
30-03-1995 00:00,502.22
31-03-1995 00:00,500.71
03-04-1995 00:00,501.85
04-04-1995 00:00,505.24
05-04-1995 00:00,505.57
06-04-1995 00:00,506.08
07-04-1995 00:00,506.42
10-04-1995 00:00,507.01
11-04-1995 00:00,505.53
12-04-1995 00:00,507.17
13-04-1995 00:00,509.23
17-04-1995 00:00,506.13
18-04-1995 00:00,505.37
19-04-1995 00:00,504.92
20-04-1995 00:00,505.29
21-04-1995 00:00,508.49
24-04-1995 00:00,512.89
25-04-1995 00:00,512.1
26-04-1995 00:00,512.66
27-04-1995 00:00,513.55
28-04-1995 00:00,514.71
01-05-1995 00:00,514.26
02-05-1995 00:00,514.86
03-05-1995 00:00,520.48
04-05-1995 00:00,520.54
05-05-1995 00:00,520.12
08-05-1995 00:00,523.96
09-05-1995 00:00,523.56
10-05-1995 00:00,524.36
11-05-1995 00:00,524.37
12-05-1995 00:00,525.55
15-05-1995 00:00,527.74
16-05-1995 00:00,528.19
17-05-1995 00:00,527.07
18-05-1995 00:00,519.58
19-05-1995 00:00,519.19
22-05-1995 00:00,523.65
23-05-1995 00:00,528.59
24-05-1995 00:00,528.61
25-05-1995 00:00,528.59
26-05-1995 00:00,523.65
30-05-1995 00:00,523.58
31-05-1995 00:00,533.4
01-06-1995 00:00,533.49
02-06-1995 00:00,532.51
05-06-1995 00:00,535.6
06-06-1995 00:00,535.55
07-06-1995 00:00,533.13
08-06-1995 00:00,532.35
09-06-1995 00:00,527.94
12-06-1995 00:00,530.88
13-06-1995 00:00,536.05
14-06-1995 00:00,536.47
15-06-1995 00:00,537.12
16-06-1995 00:00,539.83
19-06-1995 00:00,545.22
20-06-1995 00:00,544.98
21-06-1995 00:00,543.98
22-06-1995 00:00,551.07
23-06-1995 00:00,549.71
26-06-1995 00:00,544.13
27-06-1995 00:00,542.43
28-06-1995 00:00,544.73
29-06-1995 00:00,543.87
30-06-1995 00:00,544.75
03-07-1995 00:00,547.09
05-07-1995 00:00,547.26
06-07-1995 00:00,553.99
07-07-1995 00:00,556.37
10-07-1995 00:00,557.19
11-07-1995 00:00,554.78
12-07-1995 00:00,560.89
13-07-1995 00:00,561
14-07-1995 00:00,559.89
17-07-1995 00:00,562.72
18-07-1995 00:00,558.46
19-07-1995 00:00,550.98
20-07-1995 00:00,553.54
21-07-1995 00:00,553.62
24-07-1995 00:00,556.63
25-07-1995 00:00,561.1
26-07-1995 00:00,561.61
27-07-1995 00:00,565.22
28-07-1995 00:00,562.93
31-07-1995 00:00,562.06
01-08-1995 00:00,559.64
02-08-1995 00:00,558.8
03-08-1995 00:00,558.75
04-08-1995 00:00,558.94
07-08-1995 00:00,560.03
08-08-1995 00:00,560.39
09-08-1995 00:00,559.71
10-08-1995 00:00,557.45
11-08-1995 00:00,555.11
14-08-1995 00:00,559.74
15-08-1995 00:00,558.57
16-08-1995 00:00,559.97
17-08-1995 00:00,559.04
18-08-1995 00:00,559.21
21-08-1995 00:00,558.11
22-08-1995 00:00,559.52
23-08-1995 00:00,557.14
24-08-1995 00:00,557.46
25-08-1995 00:00,560.1
28-08-1995 00:00,559.05
29-08-1995 00:00,560
30-08-1995 00:00,560.92
31-08-1995 00:00,561.88
01-09-1995 00:00,563.84
05-09-1995 00:00,569.17
06-09-1995 00:00,570.17
07-09-1995 00:00,570.29
08-09-1995 00:00,572.68
11-09-1995 00:00,573.91
12-09-1995 00:00,576.51
13-09-1995 00:00,578.77
14-09-1995 00:00,583.61
15-09-1995 00:00,583.35
18-09-1995 00:00,582.77
19-09-1995 00:00,584.2
20-09-1995 00:00,586.77
21-09-1995 00:00,583
22-09-1995 00:00,581.73
25-09-1995 00:00,581.81
26-09-1995 00:00,581.41
27-09-1995 00:00,581.04
28-09-1995 00:00,585.87
29-09-1995 00:00,584.41
02-10-1995 00:00,581.72
03-10-1995 00:00,582.34
04-10-1995 00:00,581.47
05-10-1995 00:00,582.63
06-10-1995 00:00,582.49
09-10-1995 00:00,578.37
10-10-1995 00:00,577.52
11-10-1995 00:00,579.46
12-10-1995 00:00,583.1
13-10-1995 00:00,584.5
16-10-1995 00:00,583.03
17-10-1995 00:00,586.78
18-10-1995 00:00,587.44
19-10-1995 00:00,590.65
20-10-1995 00:00,587.46
23-10-1995 00:00,585.06
24-10-1995 00:00,586.54
25-10-1995 00:00,582.47
26-10-1995 00:00,576.72
27-10-1995 00:00,579.7
30-10-1995 00:00,583.25
31-10-1995 00:00,581.5
01-11-1995 00:00,584.22
02-11-1995 00:00,589.72
03-11-1995 00:00,590.57
06-11-1995 00:00,588.46
07-11-1995 00:00,586.32
08-11-1995 00:00,591.71
09-11-1995 00:00,593.26
10-11-1995 00:00,592.72
13-11-1995 00:00,592.3
14-11-1995 00:00,589.29
15-11-1995 00:00,593.96
16-11-1995 00:00,597.34
17-11-1995 00:00,600.07
20-11-1995 00:00,596.85
21-11-1995 00:00,600.24
22-11-1995 00:00,598.4
24-11-1995 00:00,599.97
27-11-1995 00:00,601.32
28-11-1995 00:00,606.45
29-11-1995 00:00,607.64
30-11-1995 00:00,605.37
01-12-1995 00:00,606.98
04-12-1995 00:00,613.68
05-12-1995 00:00,617.68
06-12-1995 00:00,620.18
07-12-1995 00:00,616.17
08-12-1995 00:00,617.48
11-12-1995 00:00,619.52
12-12-1995 00:00,618.78
13-12-1995 00:00,621.69
14-12-1995 00:00,616.92
15-12-1995 00:00,616.34
18-12-1995 00:00,606.81
19-12-1995 00:00,611.93
20-12-1995 00:00,605.94
21-12-1995 00:00,610.49
22-12-1995 00:00,611.95
26-12-1995 00:00,614.3
27-12-1995 00:00,614.53
28-12-1995 00:00,614.12
29-12-1995 00:00,615.93
02-01-1996 00:00,620.73
03-01-1996 00:00,621.32
04-01-1996 00:00,617.7
05-01-1996 00:00,616.71
08-01-1996 00:00,618.46
09-01-1996 00:00,609.45
10-01-1996 00:00,598.48
11-01-1996 00:00,602.69
12-01-1996 00:00,601.81
15-01-1996 00:00,599.82
16-01-1996 00:00,608.44
17-01-1996 00:00,606.37
18-01-1996 00:00,608.24
19-01-1996 00:00,611.83
22-01-1996 00:00,613.4
23-01-1996 00:00,612.79
24-01-1996 00:00,619.96
25-01-1996 00:00,617.03
26-01-1996 00:00,621.62
29-01-1996 00:00,624.22
30-01-1996 00:00,630.15
31-01-1996 00:00,636.02
01-02-1996 00:00,638.46
02-02-1996 00:00,635.84
05-02-1996 00:00,641.43
06-02-1996 00:00,646.33
07-02-1996 00:00,649.93
08-02-1996 00:00,656.07
09-02-1996 00:00,656.37
12-02-1996 00:00,661.45
13-02-1996 00:00,660.51
14-02-1996 00:00,655.58
15-02-1996 00:00,651.32
16-02-1996 00:00,647.98
20-02-1996 00:00,640.65
21-02-1996 00:00,648.1
22-02-1996 00:00,658.86
23-02-1996 00:00,659.08
26-02-1996 00:00,650.46
27-02-1996 00:00,647.24
28-02-1996 00:00,644.75
29-02-1996 00:00,640.43
01-03-1996 00:00,644.37
04-03-1996 00:00,650.81
05-03-1996 00:00,655.79
06-03-1996 00:00,652
07-03-1996 00:00,653.65
08-03-1996 00:00,633.5
11-03-1996 00:00,640.02
12-03-1996 00:00,637.09
13-03-1996 00:00,638.55
14-03-1996 00:00,640.87
15-03-1996 00:00,641.43
18-03-1996 00:00,652.65
19-03-1996 00:00,651.69
20-03-1996 00:00,649.98
21-03-1996 00:00,649.19
22-03-1996 00:00,650.62
25-03-1996 00:00,650.04
26-03-1996 00:00,652.97
27-03-1996 00:00,648.91
28-03-1996 00:00,648.94
29-03-1996 00:00,645.5
01-04-1996 00:00,653.73
02-04-1996 00:00,655.26
03-04-1996 00:00,655.88
04-04-1996 00:00,655.86
08-04-1996 00:00,644.24
09-04-1996 00:00,642.19
10-04-1996 00:00,633.5
11-04-1996 00:00,631.18
12-04-1996 00:00,636.71
15-04-1996 00:00,642.49
16-04-1996 00:00,645
17-04-1996 00:00,641.61
18-04-1996 00:00,643.61
19-04-1996 00:00,645.07
22-04-1996 00:00,647.89
23-04-1996 00:00,651.58
24-04-1996 00:00,650.17
25-04-1996 00:00,652.87
26-04-1996 00:00,653.46
29-04-1996 00:00,654.16
30-04-1996 00:00,654.17
01-05-1996 00:00,654.58
02-05-1996 00:00,643.38
03-05-1996 00:00,641.63
06-05-1996 00:00,640.81
07-05-1996 00:00,638.26
08-05-1996 00:00,644.77
09-05-1996 00:00,645.44
10-05-1996 00:00,652.09
13-05-1996 00:00,661.51
14-05-1996 00:00,665.6
15-05-1996 00:00,665.42
16-05-1996 00:00,664.85
17-05-1996 00:00,668.91
20-05-1996 00:00,673.15
21-05-1996 00:00,672.76
22-05-1996 00:00,678.42
23-05-1996 00:00,676
24-05-1996 00:00,678.51
28-05-1996 00:00,672.23
29-05-1996 00:00,667.93
30-05-1996 00:00,671.7
31-05-1996 00:00,669.12
03-06-1996 00:00,667.68
04-06-1996 00:00,672.56
05-06-1996 00:00,678.44
06-06-1996 00:00,673.03
07-06-1996 00:00,673.31
10-06-1996 00:00,672.16
11-06-1996 00:00,670.97
12-06-1996 00:00,669.04
13-06-1996 00:00,667.92
14-06-1996 00:00,665.85
17-06-1996 00:00,665.16
18-06-1996 00:00,662.06
19-06-1996 00:00,661.96
20-06-1996 00:00,662.1
21-06-1996 00:00,666.84
24-06-1996 00:00,668.85
25-06-1996 00:00,668.48
26-06-1996 00:00,664.39
27-06-1996 00:00,668.55
28-06-1996 00:00,670.63
01-07-1996 00:00,675.88
02-07-1996 00:00,673.61
03-07-1996 00:00,672.4
05-07-1996 00:00,657.44
08-07-1996 00:00,652.54
09-07-1996 00:00,654.75
10-07-1996 00:00,656.06
11-07-1996 00:00,645.67
12-07-1996 00:00,646.19
15-07-1996 00:00,629.8
16-07-1996 00:00,628.37
17-07-1996 00:00,634.07
18-07-1996 00:00,643.56
19-07-1996 00:00,638.73
22-07-1996 00:00,633.77
23-07-1996 00:00,626.87
24-07-1996 00:00,626.65
25-07-1996 00:00,631.17
26-07-1996 00:00,635.9
29-07-1996 00:00,630.91
30-07-1996 00:00,635.26
31-07-1996 00:00,639.95
01-08-1996 00:00,650.02
02-08-1996 00:00,662.49
05-08-1996 00:00,660.23
06-08-1996 00:00,662.38
07-08-1996 00:00,664.16
08-08-1996 00:00,662.59
09-08-1996 00:00,662.1
12-08-1996 00:00,665.77
13-08-1996 00:00,660.2
14-08-1996 00:00,662.05
15-08-1996 00:00,662.28
16-08-1996 00:00,665.21
19-08-1996 00:00,666.58
20-08-1996 00:00,665.69
21-08-1996 00:00,665.07
22-08-1996 00:00,670.68
23-08-1996 00:00,667.03
26-08-1996 00:00,663.88
27-08-1996 00:00,666.4
28-08-1996 00:00,664.81
29-08-1996 00:00,657.4
30-08-1996 00:00,651.99
03-09-1996 00:00,654.72
04-09-1996 00:00,655.61
05-09-1996 00:00,649.44
06-09-1996 00:00,655.68
09-09-1996 00:00,663.76
10-09-1996 00:00,663.81
11-09-1996 00:00,667.28
12-09-1996 00:00,671.15
13-09-1996 00:00,680.54
16-09-1996 00:00,683.98
17-09-1996 00:00,682.94
18-09-1996 00:00,681.47
19-09-1996 00:00,683
20-09-1996 00:00,687.03
23-09-1996 00:00,686.48
24-09-1996 00:00,685.61
25-09-1996 00:00,685.83
26-09-1996 00:00,685.86
27-09-1996 00:00,686.19
30-09-1996 00:00,687.33
01-10-1996 00:00,689.08
02-10-1996 00:00,694.01
03-10-1996 00:00,692.78
04-10-1996 00:00,701.46
07-10-1996 00:00,703.34
08-10-1996 00:00,700.64
09-10-1996 00:00,696.74
10-10-1996 00:00,694.61
11-10-1996 00:00,700.66
14-10-1996 00:00,703.54
15-10-1996 00:00,702.57
16-10-1996 00:00,704.41
17-10-1996 00:00,706.99
18-10-1996 00:00,710.82
21-10-1996 00:00,709.85
22-10-1996 00:00,706.57
23-10-1996 00:00,707.27
24-10-1996 00:00,702.29
25-10-1996 00:00,700.92
28-10-1996 00:00,697.26
29-10-1996 00:00,701.5
30-10-1996 00:00,700.9
31-10-1996 00:00,705.27
01-11-1996 00:00,703.77
04-11-1996 00:00,706.73
05-11-1996 00:00,714.14
06-11-1996 00:00,724.59
07-11-1996 00:00,727.65
08-11-1996 00:00,730.82
11-11-1996 00:00,731.87
12-11-1996 00:00,729.56
13-11-1996 00:00,731.13
14-11-1996 00:00,735.88
15-11-1996 00:00,737.62
18-11-1996 00:00,737.02
19-11-1996 00:00,742.16
20-11-1996 00:00,743.95
21-11-1996 00:00,742.75
22-11-1996 00:00,748.73
25-11-1996 00:00,757.03
26-11-1996 00:00,755.96
27-11-1996 00:00,755
29-11-1996 00:00,757.02
02-12-1996 00:00,756.56
03-12-1996 00:00,748.28
04-12-1996 00:00,745.1
05-12-1996 00:00,744.38
06-12-1996 00:00,739.6
09-12-1996 00:00,749.76
10-12-1996 00:00,747.54
11-12-1996 00:00,740.73
12-12-1996 00:00,729.3
13-12-1996 00:00,728.64
16-12-1996 00:00,720.98
17-12-1996 00:00,726.04
18-12-1996 00:00,731.54
19-12-1996 00:00,745.76
20-12-1996 00:00,748.87
23-12-1996 00:00,746.92
24-12-1996 00:00,751.03
26-12-1996 00:00,755.82
27-12-1996 00:00,756.79
30-12-1996 00:00,753.85
31-12-1996 00:00,740.74
02-01-1997 00:00,737.01
03-01-1997 00:00,748.03
06-01-1997 00:00,747.65
07-01-1997 00:00,753.23
08-01-1997 00:00,748.41
09-01-1997 00:00,754.85
10-01-1997 00:00,759.5
13-01-1997 00:00,759.51
14-01-1997 00:00,768.86
15-01-1997 00:00,767.2
16-01-1997 00:00,769.75
17-01-1997 00:00,776.17
20-01-1997 00:00,776.7
21-01-1997 00:00,782.72
22-01-1997 00:00,786.23
23-01-1997 00:00,777.56
24-01-1997 00:00,770.52
27-01-1997 00:00,765.02
28-01-1997 00:00,765.02
29-01-1997 00:00,772.5
30-01-1997 00:00,784.17
31-01-1997 00:00,786.16
03-02-1997 00:00,786.73
04-02-1997 00:00,789.26
05-02-1997 00:00,778.28
06-02-1997 00:00,780.15
07-02-1997 00:00,789.56
10-02-1997 00:00,785.43
11-02-1997 00:00,789.59
12-02-1997 00:00,802.77
13-02-1997 00:00,811.82
14-02-1997 00:00,808.48
18-02-1997 00:00,816.29
19-02-1997 00:00,812.49
20-02-1997 00:00,802.8
21-02-1997 00:00,801.77
24-02-1997 00:00,810.28
25-02-1997 00:00,812.03
26-02-1997 00:00,805.68
27-02-1997 00:00,795.07
28-02-1997 00:00,790.82
03-03-1997 00:00,795.31
04-03-1997 00:00,790.95
05-03-1997 00:00,801.99
06-03-1997 00:00,798.56
07-03-1997 00:00,804.97
10-03-1997 00:00,813.65
11-03-1997 00:00,811.34
12-03-1997 00:00,804.26
13-03-1997 00:00,789.56
14-03-1997 00:00,793.17
17-03-1997 00:00,795.71
18-03-1997 00:00,789.66
19-03-1997 00:00,785.77
20-03-1997 00:00,782.65
21-03-1997 00:00,784.1
24-03-1997 00:00,790.89
25-03-1997 00:00,789.07
26-03-1997 00:00,790.5
27-03-1997 00:00,773.88
31-03-1997 00:00,757.12
01-04-1997 00:00,759.64
02-04-1997 00:00,750.11
03-04-1997 00:00,750.32
04-04-1997 00:00,757.9
07-04-1997 00:00,762.13
08-04-1997 00:00,766.12
09-04-1997 00:00,760.6
10-04-1997 00:00,758.34
11-04-1997 00:00,737.65
14-04-1997 00:00,743.73
15-04-1997 00:00,754.72
16-04-1997 00:00,763.53
17-04-1997 00:00,761.77
18-04-1997 00:00,766.34
21-04-1997 00:00,760.37
22-04-1997 00:00,774.61
23-04-1997 00:00,773.64
24-04-1997 00:00,771.18
25-04-1997 00:00,765.37
28-04-1997 00:00,772.96
29-04-1997 00:00,794.05
30-04-1997 00:00,801.34
01-05-1997 00:00,798.53
02-05-1997 00:00,812.97
05-05-1997 00:00,830.29
06-05-1997 00:00,827.76
07-05-1997 00:00,815.62
08-05-1997 00:00,820.26
09-05-1997 00:00,824.78
12-05-1997 00:00,837.66
13-05-1997 00:00,833.13
14-05-1997 00:00,836.04
15-05-1997 00:00,841.88
16-05-1997 00:00,829.75
19-05-1997 00:00,833.27
20-05-1997 00:00,841.66
21-05-1997 00:00,839.35
22-05-1997 00:00,835.66
23-05-1997 00:00,847.03
27-05-1997 00:00,849.71
28-05-1997 00:00,847.21
29-05-1997 00:00,844.08
30-05-1997 00:00,848.28
02-06-1997 00:00,846.36
03-06-1997 00:00,845.48
04-06-1997 00:00,840.11
05-06-1997 00:00,843.43
06-06-1997 00:00,858.01
09-06-1997 00:00,862.91
10-06-1997 00:00,865.27
11-06-1997 00:00,869.57
12-06-1997 00:00,883.46
13-06-1997 00:00,893.27
16-06-1997 00:00,893.9
17-06-1997 00:00,894.42
18-06-1997 00:00,889.06
19-06-1997 00:00,897.99
